자치구,성별,연령대,야간상주지 변경횟수 평균,주간상주지 변경횟수 평균,평균 출근 소요시간 평균,평균 근무시간 평균,소액결재 사용횟수 평균,소액결재 사용금액 평균,최근 3개월 내 요금 연체 비율,SNS 사용횟수,평균 통화량,평균 문자량,평균 통화대상자 수,평균 문자대상자 수,데이터 사용량,평일 총 이동 횟수,휴일 총 이동 횟수 평균,집 추정 위치 평일 총 체류시간,집 추정 위치 휴일 총 체류시간,평일 총 이동 거리 합계,휴일 총 이동 거리 합계,지하철이동일수 합계,게임 서비스 사용일수,금융 서비스 사용일수,쇼핑 서비스 사용일수,동영상/방송 서비스 사용일수,유튜브 사용일수,넷플릭스 사용일수,배달 서비스 사용일수,배달_브랜드 서비스 사용일수,배달_식재료 서비스 사용일수,연령대_1,월
은평구,2,75,1.7,1.0,0.0,0.0,0.0,11666.7,3.1,-0.3,86.6,16.1,9.2,5.0,0.4,14.0,6.3,1432427.4,507468.1,279.8,173.7,7.2,27.8,17.2,29.1,7.4,-0.6,-0.7,7.9,0.0,0.0,70,5
은평구,1,25,2.2,3.6,54.4,581.5,2.5,6301.6,7.75,0.3,129.4,13.8,15.0,5.3,18.5,34.1,14.2,959507.0,322944.8,819.7,427.5,18.8,76.7,109.8,132.5,35.3,0.3,-0.1,16.1,2.8,1.7,20,5
은평구,1,30,2.1,3.0,67.4,550.2,1.9,5210.5,9.14,0.2,109.0,9.9,17.1,5.9,16.4,33.3,13.6,974830.6,308253.1,877.1,513.3,18.5,68.5,132.6,155.3,34.4,0.2,-0.2,16.1,4.1,1.7,30,5
은평구,1,35,2.0,2.4,64.7,578.8,2.3,6387.9,6.73,0.2,119.2,14.6,20.6,6.6,11.6,37.7,14.1,932098.2,312459.3,1190.1,518.2,19.8,66.5,141.4,161.9,29.6,0.1,-0.2,13.2,4.4,1.7,30,5
은평구,1,40,2.1,2.4,69.9,573.2,2.2,6508.8,4.02,0.1,123.1,16.5,20.9,6.3,9.6,39.8,13.8,878646.6,311745.9,1262.3,478.3,20.4,67.4,135.9,163.2,29.7,0.1,-0.3,11.4,5.6,1.7,40,5
은평구,1,60,1.9,2.5,84.5,519.1,1.7,5363.6,7.11,-0.1,83.9,9.2,18.1,5.2,2.5,32.3,13.0,1057236.8,353475.7,1038.7,450.4,16.2,44.5,49.0,54.1,16.0,-0.1,-0.6,11.6,4.4,0.0,60,5
은평구,1,65,1.6,2.7,61.3,502.6,1.7,4355.6,3.83,-0.1,84.6,13.8,17.4,5.1,1.8,30.0,12.5,1087946.3,359131.0,928.3,413.2,15.7,36.0,47.5,53.9,14.5,-0.2,-0.6,6.0,4.4,0.0,60,5
은평구,1,70,1.6,1.3,0.0,0.0,0.0,888.9,4.85,-0.1,61.9,6.9,13.6,4.3,1.7,26.5,11.2,1195121.2,406858.3,728.6,305.8,13.3,37.2,27.2,32.8,9.8,-0.2,-0.6,5.0,0.0,0.0,70,5
은평구,1,75,1.4,1.0,0.0,0.0,0.0,1833.3,2.94,-0.2,49.6,13.6,8.4,3.1,0.6,17.2,7.9,1369159.3,473298.5,389.9,197.2,10.0,27.9,23.1,21.2,10.0,-0.6,-0.7,0.0,0.0,1.7,70,5
은평구,2,25,2.1,3.3,62.6,553.5,2.0,6076.9,10.43,0.1,115.5,14.1,10.5,4.9,11.3,32.4,13.0,984789.2,323187.6,724.5,435.3,18.0,42.6,86.4,128.7,22.6,0.1,-0.1,14.0,3.6,1.7,20,5
은평구,2,35,2.2,3.0,58.0,501.0,2.0,5623.5,4.13,0.0,119.8,10.2,14.5,6.2,6.4,28.8,11.9,1130484.5,369504.2,637.2,398.0,15.4,37.8,97.7,176.4,25.1,0.0,-0.2,12.8,3.7,1.7,30,5
은평구,2,40,1.9,2.5,58.2,536.5,2.3,6384.1,6.4,0.0,117.9,15.5,16.0,6.8,5.8,29.9,11.7,1119602.0,373408.3,557.7,351.6,15.8,42.5,103.4,182.4,23.9,0.0,-0.3,11.5,4.1,1.7,40,5
은평구,2,45,1.9,2.7,55.6,528.6,2.4,7729.2,5.56,-0.1,137.5,17.5,16.6,6.8,4.2,31.9,12.1,1091923.5,374203.6,647.7,384.5,16.4,40.4,87.5,141.1,19.9,-0.1,-0.4,9.1,4.3,1.7,40,5
은평구,2,50,1.7,2.4,61.9,502.7,1.7,6500.0,5.73,-0.1,128.3,19.0,15.3,5.9,2.3,31.9,11.5,1091207.3,379517.0,647.9,384.5,15.6,39.9,73.6,114.1,15.7,-0.1,-0.5,7.3,2.2,1.7,50,5
은평구,2,55,1.8,2.2,62.8,478.7,2.5,6520.0,3.96,-0.1,133.9,19.1,16.6,5.7,1.9,33.0,12.5,1139832.0,389681.3,674.7,416.0,16.0,39.4,60.8,90.8,14.6,-0.1,-0.5,6.2,5.8,1.7,50,5
은평구,2,70,1.5,1.5,0.0,0.0,0.0,4571.4,10.71,-0.2,110.9,18.2,11.5,3.8,1.1,20.9,7.9,1358127.6,470979.7,345.7,216.9,10.8,32.1,36.0,39.8,9.4,-0.4,-0.6,8.3,0.0,0.0,70,5
은평구,2,75,1.4,1.0,0.0,0.0,1.7,9000.0,3.74,-0.3,77.4,20.2,8.4,2.6,0.7,13.6,6.4,1490519.4,513457.4,257.0,198.0,7.7,31.6,23.2,39.3,13.6,-0.6,-0.7,18.8,1.7,0.0,70,5
은평구,1,25,2.0,4.0,67.6,532.4,2.4,7403.8,9.9,0.2,118.2,11.5,12.9,4.5,19.0,32.3,12.4,1012096.2,336594.4,944.1,402.5,16.5,79.2,115.5,132.3,35.3,0.3,-0.1,16.1,3.3,1.7,20,5
은평구,1,30,1.8,3.0,62.1,559.8,2.7,6341.8,8.03,0.2,119.5,12.1,16.9,5.6,15.5,36.3,13.4,943003.8,331194.2,1111.1,482.2,18.3,68.9,134.5,152.5,35.8,0.2,-0.1,15.9,4.2,1.7,30,5
은평구,1,35,1.8,2.6,71.9,552.1,2.5,6564.3,5.42,0.2,117.3,11.5,18.9,6.1,13.8,37.4,13.5,923168.8,319669.2,1204.4,480.8,18.2,68.2,139.2,168.4,35.0,0.2,-0.2,14.2,4.6,1.7,30,5
은평구,1,40,1.5,2.5,68.4,547.1,2.3,5423.4,5.16,0.1,119.5,15.2,21.1,6.7,10.8,38.9,13.4,913824.8,333106.7,1257.9,465.9,18.4,69.7,136.8,169.7,31.3,0.1,-0.2,10.8,5.0,1.7,40,5
은평구,1,45,1.4,2.2,71.5,551.2,2.7,5231.0,4.18,0.1,113.3,15.1,21.3,6.6,8.4,40.5,13.5,894783.5,327920.2,1316.4,460.9,18.9,63.9,121.0,154.7,29.5,0.0,-0.3,9.9,5.1,1.7,40,5
은평구,1,55,1.5,2.3,70.7,532.5,2.2,5067.6,3.77,0.0,97.1,15.5,20.4,6.4,4.3,41.7,15.2,925176.7,332058.0,1307.4,545.0,18.7,46.4,79.2,82.2,20.8,-0.1,-0.5,7.6,3.7,1.7,50,5
은평구,1,60,1.5,2.2,75.4,513.9,2.3,4359.2,3.72,0.0,89.9,11.1,19.0,5.5,3.1,37.8,14.0,988268.4,350370.1,1222.1,480.9,17.0,42.1,59.6,59.3,18.3,-0.1,-0.6,7.2,4.0,1.7,60,5
은평구,1,65,1.5,2.4,72.0,510.4,2.5,3807.5,2.94,-0.1,78.5,12.2,16.9,5.0,2.3,34.9,13.5,1065377.6,371311.6,1054.4,432.4,15.5,37.1,45.2,48.9,14.9,-0.1,-0.6,4.4,4.8,1.7,60,5
은평구,1,70,1.5,1.4,0.0,0.0,1.7,3666.7,3.78,-0.1,64.9,9.2,13.2,4.0,1.6,28.4,11.1,1168549.3,404159.1,793.2,327.1,13.2,34.3,31.5,41.5,12.4,-0.2,-0.6,4.5,6.7,1.7,70,5
은평구,1,75,1.4,1.0,0.0,0.0,2.5,5791.7,3.01,-0.2,50.1,8.6,9.7,3.4,0.9,20.8,8.4,1318664.2,452985.7,530.6,238.8,9.9,30.6,24.6,31.6,10.2,-0.4,-0.6,10.7,2.5,0.0,70,5
은평구,2,20,1.7,3.5,71.2,463.1,2.6,7074.6,5.02,0.0,110.4,14.5,7.0,4.3,9.5,30.6,11.5,1117972.6,374573.5,818.0,308.5,15.5,39.4,64.0,103.6,18.4,0.1,-0.1,12.0,3.0,1.7,20,5
은평구,2,25,1.8,3.6,61.5,540.6,2.5,6067.0,7.43,0.1,108.1,13.3,9.7,4.9,11.8,31.4,11.9,1029583.5,348330.2,897.2,438.7,16.4,43.0,94.8,144.8,26.8,0.1,-0.1,15.0,3.3,1.7,20,5
은평구,2,30,1.7,3.1,59.4,535.1,2.3,6533.3,7.95,0.1,107.8,12.2,12.0,5.4,10.7,31.2,12.4,1029192.6,343530.9,884.9,467.5,16.5,44.5,116.4,172.4,29.6,0.1,-0.1,15.1,3.8,1.7,30,5
은평구,2,35,1.6,3.1,61.5,510.1,2.3,6562.6,4.75,0.0,106.6,12.9,13.0,5.9,7.3,28.1,11.5,1126091.3,374238.0,682.2,360.0,14.4,40.1,104.5,184.2,27.3,0.0,-0.2,13.3,3.9,1.7,30,5
은평구,2,40,1.4,3.1,57.6,484.6,2.5,6148.6,4.8,0.0,128.8,16.4,15.3,6.7,5.2,29.2,11.3,1142770.7,387333.2,637.1,337.5,13.8,42.8,101.3,173.6,23.8,0.0,-0.3,11.6,3.7,1.7,40,5
은평구,2,45,1.3,3.0,58.8,457.0,2.3,5739.3,4.46,-0.1,125.9,18.9,14.9,6.6,4.1,29.7,10.6,1156136.3,392639.6,617.5,326.7,13.6,40.3,89.4,145.8,19.4,-0.1,-0.4,9.9,3.3,1.7,40,5
은평구,2,50,1.4,2.7,57.6,487.8,2.5,6661.2,4.0,-0.1,129.7,17.5,15.2,6.0,2.8,32.2,11.4,1095951.3,382208.0,699.3,352.3,14.4,36.9,76.1,118.6,16.0,-0.1,-0.4,8.3,4.0,1.7,50,5
은평구,2,55,1.4,2.6,66.3,495.4,2.5,6602.6,5.02,-0.1,132.4,15.3,15.6,5.5,2.2,31.7,11.6,1130883.2,392502.8,713.7,356.4,13.7,36.5,60.0,89.8,13.9,-0.1,-0.5,7.5,4.6,1.7,50,5
은평구,2,60,1.5,2.7,63.7,470.5,2.3,5252.0,2.88,-0.1,130.8,14.0,14.1,4.8,1.4,28.0,11.1,1200918.3,405340.5,611.6,335.0,12.0,35.6,43.8,64.2,12.0,-0.1,-0.6,5.7,2.1,1.7,60,5
은평구,2,65,1.5,2.8,66.7,466.7,2.4,5817.5,3.01,-0.2,120.6,12.5,12.3,3.9,1.4,24.3,9.6,1252675.3,426870.1,569.8,279.3,11.4,31.1,31.6,47.4,10.4,-0.2,-0.6,5.6,2.5,1.7,60,5
은평구,2,70,1.5,1.5,0.0,0.0,2.5,7214.3,3.55,-0.2,105.5,14.0,10.8,3.4,0.8,20.2,8.4,1311879.7,441744.4,446.4,234.4,9.6,30.0,24.4,38.7,9.5,-0.2,-0.6,6.6,4.4,1.7,70,5
은평구,2,75,1.5,1.0,0.0,0.0,2.8,8129.6,2.86,-0.3,93.5,11.0,9.0,2.7,0.8,14.5,6.4,1431978.5,488757.2,315.0,166.5,7.2,27.8,23.1,31.8,9.5,-0.6,-0.7,5.2,1.7,1.7,70,5
은평구,1,25,2.0,3.7,70.2,547.1,2.6,7853.2,15.76,0.2,122.1,13.7,13.4,5.2,18.9,33.1,12.0,1023082.8,335676.2,911.1,378.5,15.9,76.7,116.4,120.2,31.0,0.3,-0.1,17.8,4.0,1.7,20,5
은평구,1,30,1.9,2.9,81.7,562.9,2.4,7167.7,11.22,0.2,109.4,12.6,15.9,5.6,16.2,34.6,12.5,985248.7,335385.5,1060.2,446.3,17.3,77.0,124.9,149.0,31.0,0.2,-0.2,15.7,4.0,1.7,30,5
은평구,1,35,1.8,2.8,82.4,560.7,2.5,6501.3,9.43,0.1,119.6,15.9,17.6,5.9,12.7,34.4,11.7,1009756.5,350038.7,1089.3,426.6,16.4,72.5,120.7,153.0,32.7,0.1,-0.3,15.0,3.9,1.7,30,5
은평구,1,40,1.6,2.6,81.9,548.8,2.5,7292.4,10.98,0.1,108.4,16.6,18.6,5.7,9.8,36.0,12.0,1006380.2,356012.4,1120.6,404.1,16.6,71.2,113.3,148.5,30.9,0.0,-0.3,13.0,4.5,1.7,40,5
은평구,1,45,1.6,2.5,79.7,569.9,2.2,6580.7,7.03,0.1,112.4,13.4,18.3,5.4,7.7,35.6,12.4,982299.6,353118.2,1117.9,423.7,16.3,65.7,100.5,144.9,26.1,0.0,-0.4,11.0,4.3,1.7,40,5
은평구,1,50,1.6,2.7,75.1,550.4,3.0,5457.5,9.59,0.0,96.7,17.7,19.1,5.7,6.0,35.5,12.5,1015723.8,354758.2,1118.6,421.1,16.0,55.9,77.4,95.1,21.2,-0.1,-0.5,10.4,4.2,1.7,50,5
은평구,1,55,1.7,2.7,78.5,541.4,2.3,6529.1,10.85,0.0,84.2,17.3,17.9,5.5,3.8,34.1,12.2,1004494.4,345269.0,1057.7,428.2,15.2,46.9,61.7,71.9,18.0,-0.1,-0.6,6.9,2.7,1.7,50,5
은평구,1,60,1.5,2.5,84.8,531.6,3.0,7222.2,11.22,-0.1,80.0,14.2,17.3,5.0,2.8,31.0,12.4,1055564.4,349226.2,911.6,431.8,14.5,41.3,49.2,58.7,16.4,-0.1,-0.6,8.7,3.6,0.0,60,5
은평구,1,65,1.6,2.6,78.5,518.7,1.7,6839.5,7.42,-0.1,76.2,18.7,15.4,4.6,1.9,27.5,10.8,1147874.4,381964.0,815.4,357.9,13.0,39.6,35.6,46.7,15.0,-0.2,-0.6,9.0,1.7,0.0,60,5
은평구,1,70,1.5,1.4,0.0,0.0,0.0,7692.3,5.72,-0.1,48.8,14.2,11.5,3.4,1.3,22.5,8.9,1255496.2,430677.4,658.3,297.3,10.9,33.9,21.8,25.0,9.9,-0.3,-0.6,14.0,0.0,0.0,70,5
은평구,1,75,1.4,1.0,0.0,0.0,0.0,6100.0,4.88,-0.2,41.5,14.0,8.7,2.9,1.0,15.6,7.1,1437625.0,484374.9,381.0,208.8,8.3,30.5,22.6,34.2,11.5,-0.5,-0.7,5.2,6.7,0.0,70,5
은평구,2,20,2.0,3.3,76.7,512.9,2.6,7860.0,13.17,0.0,120.1,15.2,7.8,4.6,9.7,31.0,11.5,1085870.0,381601.0,761.8,332.6,13.8,40.5,71.1,104.7,18.8,0.1,-0.1,13.4,3.5,1.7,20,5
은평구,2,25,1.9,3.4,71.6,541.7,2.4,6604.7,12.88,0.1,100.0,10.5,9.8,5.0,12.5,31.4,11.9,1022326.1,334628.7,780.4,389.0,15.4,47.4,98.8,149.6,27.3,0.1,-0.1,15.9,3.4,1.7,20,5
은평구,2,30,1.8,2.9,70.2,550.8,2.5,7002.4,13.29,0.1,96.2,12.6,10.8,5.8,10.9,31.3,11.5,1023249.7,344577.4,740.4,380.0,14.5,47.8,113.0,178.0,29.1,0.1,-0.2,17.2,3.9,1.7,30,5
은평구,2,35,1.7,2.8,72.5,526.8,2.4,6834.8,11.73,0.0,104.0,11.9,11.9,5.8,8.2,28.5,10.6,1126888.9,371337.3,690.8,340.4,13.3,50.7,112.3,182.8,26.2,0.0,-0.2,14.8,4.7,1.7,30,5
은평구,2,40,1.5,2.8,66.8,530.8,2.7,7375.9,9.23,0.0,128.8,15.9,13.4,6.2,6.5,28.8,10.7,1154107.8,386466.4,582.6,315.7,11.8,48.4,98.0,171.5,25.3,0.0,-0.3,13.1,3.5,1.7,40,5
은평구,2,45,1.5,2.7,72.3,536.6,2.4,7766.4,6.71,-0.1,119.5,15.6,13.6,5.7,3.7,28.7,10.1,1139569.4,391787.3,554.4,288.5,11.8,42.4,78.7,136.8,19.5,-0.1,-0.4,9.8,2.7,1.7,40,5
은평구,2,55,1.5,2.5,69.3,527.4,2.4,7142.1,8.24,-0.1,122.4,15.6,13.9,4.9,1.9,29.1,11.3,1158316.9,384070.8,571.4,337.9,11.5,39.8,55.8,86.2,14.9,-0.1,-0.6,7.8,2.4,1.7,50,5
은평구,2,60,1.5,2.5,81.0,543.2,1.9,6761.9,6.77,-0.1,125.7,16.2,13.4,4.6,1.6,25.4,10.1,1211068.9,402055.6,495.3,282.1,10.6,38.9,38.9,58.0,12.8,-0.2,-0.6,6.3,5.0,1.7,60,5
은평구,2,65,1.5,2.7,75.1,511.8,1.7,3722.2,4.17,-0.1,118.6,13.8,12.4,3.9,1.3,23.7,8.7,1278473.8,427580.0,446.7,266.9,9.7,36.9,31.5,42.9,11.9,-0.2,-0.6,9.7,3.3,1.7,60,5
은평구,2,75,1.5,1.0,0.0,0.0,1.7,7047.6,6.11,-0.3,80.4,13.8,8.3,2.5,0.5,12.0,5.4,1538899.0,521172.0,241.0,148.0,6.4,28.6,20.0,35.1,11.9,-0.7,-0.7,5.6,1.7,1.7,70,5
은평구,1,20,2.3,4.2,72.5,509.5,2.3,8733.3,16.67,0.1,121.5,13.6,9.8,4.1,17.1,27.6,10.9,1070474.7,357293.6,679.7,312.0,12.4,83.5,91.1,99.5,27.9,0.3,-0.1,15.1,2.5,1.7,20,5
은평구,1,25,2.1,3.9,70.9,544.9,2.3,7224.3,12.07,0.2,116.0,10.8,13.2,4.8,18.5,32.6,12.6,992611.1,337907.2,864.7,385.7,16.3,74.9,105.9,113.7,32.4,0.3,-0.1,16.7,4.5,1.7,20,5
은평구,1,30,1.9,2.9,82.6,538.0,2.2,7022.0,11.0,0.2,113.0,14.0,15.6,5.4,16.6,34.9,12.4,984183.7,337891.7,931.6,444.3,17.3,74.6,124.5,142.9,35.0,0.2,-0.1,17.8,4.7,1.7,30,5
은평구,1,35,1.8,3.0,75.3,546.4,2.7,5695.2,10.43,0.1,108.8,17.0,17.3,5.9,11.5,35.2,11.1,1008896.3,364957.6,989.0,401.8,16.4,68.3,119.5,146.3,30.7,0.1,-0.3,16.1,4.8,1.7,30,5
은평구,1,40,1.8,2.7,74.2,526.3,2.3,6697.9,12.19,0.1,118.4,16.9,20.4,6.2,12.5,34.8,11.7,1012489.3,358485.9,1072.7,429.9,16.1,69.5,125.5,157.2,32.7,0.1,-0.3,15.1,4.7,1.7,40,5
은평구,1,45,1.8,2.6,74.6,565.0,2.4,7009.9,8.96,0.1,110.1,19.8,19.8,6.0,9.8,35.6,12.2,949510.8,331460.2,1092.2,425.8,16.8,66.7,107.5,152.7,26.9,0.0,-0.3,12.2,3.8,1.7,40,5
은평구,1,50,1.7,2.8,83.4,544.5,2.1,5693.6,13.38,0.0,86.5,17.9,17.2,5.4,5.8,34.1,12.2,977142.0,340023.6,1087.2,439.4,15.3,56.3,81.8,107.1,21.4,-0.1,-0.5,8.8,4.4,1.7,50,5
은평구,1,55,1.6,2.8,79.8,556.6,2.5,4338.9,13.39,0.0,95.7,20.3,20.4,5.8,4.0,33.0,11.7,1033465.1,366431.4,971.5,396.5,15.1,50.7,60.7,69.4,16.9,-0.1,-0.6,7.1,5.3,1.7,50,5
은평구,1,60,1.7,2.8,75.9,544.2,2.7,7097.6,12.43,0.0,70.4,17.0,17.6,4.8,2.8,29.5,10.7,1047883.9,360674.7,905.1,374.3,14.0,43.1,44.6,57.5,14.9,-0.1,-0.6,7.4,3.5,1.7,60,5
은평구,1,65,1.5,2.7,76.7,519.7,1.7,7212.1,8.71,-0.1,60.2,17.2,15.1,4.2,2.2,25.7,10.3,1115166.8,382015.2,781.7,387.5,13.1,37.8,33.9,41.4,14.2,-0.2,-0.6,3.7,0.0,0.0,60,5
은평구,1,70,1.4,1.4,0.0,0.0,1.7,8222.2,2.93,-0.1,54.1,12.3,13.1,3.5,1.3,19.0,8.0,1241073.1,420488.5,578.8,267.2,9.9,34.9,25.5,28.0,10.4,-0.3,-0.7,2.5,3.3,0.0,70,5
은평구,1,75,1.4,1.0,0.0,0.0,1.7,7083.3,4.36,-0.3,42.6,10.8,8.8,2.7,0.5,14.8,6.9,1422081.2,495064.2,410.4,204.4,7.6,31.5,20.8,27.4,9.0,-0.6,-0.7,3.3,0.0,0.0,70,5
은평구,2,20,2.0,3.5,71.8,513.6,2.5,8935.2,14.75,0.0,130.7,16.1,8.3,4.4,8.5,28.9,10.8,1048980.2,363995.8,654.0,302.8,14.3,41.7,70.1,96.4,18.2,0.1,-0.1,14.7,3.8,1.7,20,5
은평구,2,25,2.1,3.3,74.1,545.4,2.3,6874.6,9.6,0.1,109.7,12.8,9.3,5.1,13.1,30.5,12.3,1013135.5,337916.1,673.3,341.6,15.1,47.6,97.6,149.1,25.6,0.1,-0.1,16.1,4.8,1.7,20,5
은평구,2,30,2.0,3.0,65.5,545.4,2.5,6213.0,10.22,0.1,96.8,11.6,11.6,5.3,10.6,30.1,12.0,1046538.9,353465.9,707.0,398.0,15.2,50.3,103.9,164.2,28.1,0.1,-0.2,17.1,3.3,1.7,30,5
은평구,2,35,1.7,3.0,60.7,545.3,2.6,7333.3,11.25,0.0,109.1,11.2,11.7,5.4,7.8,25.8,9.8,1148752.5,390069.6,526.1,337.6,12.5,48.1,101.4,170.4,26.0,0.0,-0.3,15.2,3.0,1.7,30,5
은평구,2,40,1.7,2.8,70.1,514.1,2.5,7228.1,9.3,-0.1,118.2,14.4,13.5,5.9,5.8,25.5,9.3,1187760.6,404699.1,492.7,284.9,12.1,45.8,93.8,165.2,22.7,-0.1,-0.4,12.9,3.8,1.7,40,5
은평구,2,45,1.5,2.8,63.0,548.6,2.4,7523.8,11.24,-0.1,117.8,20.1,14.2,6.0,4.5,26.6,9.5,1139620.4,403006.6,524.2,277.9,10.6,44.9,81.1,144.7,18.8,-0.1,-0.4,10.1,4.4,1.7,40,5
은평구,2,60,1.6,2.8,67.6,503.9,1.9,6609.2,10.8,-0.1,120.3,18.1,13.8,4.6,1.6,25.5,9.7,1206088.0,404984.1,467.2,271.4,10.6,40.9,38.1,57.8,11.6,-0.2,-0.6,8.4,3.7,1.7,60,5
은평구,2,65,1.5,2.8,63.6,493.8,2.1,6466.7,6.33,-0.1,112.4,11.5,12.0,3.8,1.3,20.6,8.0,1274781.2,435658.7,427.5,256.4,8.8,38.6,29.7,43.0,11.6,-0.2,-0.6,8.3,1.7,1.7,60,5
은평구,2,70,1.5,1.5,0.0,0.0,2.5,8166.7,2.66,-0.2,102.2,9.4,10.5,3.2,0.7,17.2,7.0,1369430.1,468447.1,316.8,196.0,8.4,32.6,21.9,32.8,10.8,-0.4,-0.6,6.9,0.0,0.0,70,5
은평구,2,75,1.5,1.0,0.0,0.0,2.5,5750.0,3.88,-0.3,75.1,9.9,7.6,2.4,0.6,11.4,5.1,1479518.9,515218.1,224.0,137.0,5.7,28.7,12.2,19.6,9.3,-0.7,-0.7,8.9,0.0,0.0,70,5
은평구,1,20,2.2,4.2,69.7,499.2,2.9,7463.0,12.11,0.1,119.3,15.7,8.9,3.9,16.6,26.7,11.0,1172382.5,387124.0,682.1,291.0,12.8,71.5,84.7,102.3,28.2,0.3,-0.1,15.7,3.8,1.7,20,5
은평구,1,25,2.0,3.8,72.6,544.9,2.3,7815.6,13.77,0.2,127.1,15.8,13.0,4.9,19.2,31.5,12.3,1045766.9,347862.1,856.7,380.3,15.6,74.2,108.8,122.3,32.1,0.3,-0.1,16.8,3.9,1.7,20,5
은평구,1,30,1.8,3.0,67.0,541.6,2.4,7020.6,10.83,0.2,117.1,14.4,16.5,5.7,16.7,34.8,12.2,1016760.8,363020.3,1003.5,400.6,16.3,78.5,127.7,146.4,34.6,0.2,-0.1,17.3,4.2,1.7,30,5
은평구,1,35,1.7,2.6,64.8,553.1,2.4,6446.2,10.31,0.2,124.3,17.8,19.5,6.3,14.5,35.6,12.1,1013226.0,360507.2,1014.1,414.4,16.4,76.3,132.1,161.3,31.7,0.1,-0.2,15.9,4.7,1.7,30,5
은평구,1,40,1.7,2.6,70.7,555.3,2.3,6071.4,9.34,0.1,118.2,17.7,20.2,6.2,10.9,35.5,12.0,1007684.1,360907.9,1040.8,404.8,16.5,69.4,120.4,157.7,29.5,0.1,-0.3,14.1,4.4,1.7,40,5
은평구,1,45,1.6,2.4,71.9,527.3,2.2,5918.0,8.02,0.1,120.4,17.2,21.4,6.5,9.4,36.5,11.9,981355.4,352751.8,1125.3,428.5,16.2,70.0,107.6,143.7,27.8,0.0,-0.4,11.4,4.7,1.7,40,5
은평구,1,60,1.6,2.7,71.7,510.9,2.5,6478.9,8.22,0.0,82.2,18.1,19.3,5.3,2.8,32.6,12.4,1038981.5,362565.1,1035.5,456.1,14.3,44.4,47.4,55.1,16.3,-0.1,-0.6,7.3,3.8,1.7,60,5
은평구,1,65,1.5,2.6,68.2,498.8,2.1,6931.8,6.02,0.0,77.0,8.4,16.8,4.2,2.6,27.9,11.1,1157527.1,397643.0,832.1,370.1,12.3,41.0,38.5,47.8,14.7,-0.2,-0.6,11.7,3.3,1.7,60,5
은평구,1,75,1.4,1.0,0.0,0.0,2.5,4761.9,3.28,-0.2,38.4,13.0,8.7,3.0,0.9,15.4,7.2,1448396.3,503482.9,357.7,195.4,7.7,31.6,22.3,25.9,9.7,-0.5,-0.7,7.6,0.0,1.7,70,5
은평구,2,20,1.9,3.5,68.4,478.9,2.5,7150.7,14.38,0.0,124.7,14.4,7.8,4.4,10.0,29.4,11.1,1125669.0,385362.9,729.0,310.5,14.3,41.1,69.6,104.4,21.4,0.1,-0.1,14.4,3.0,1.7,20,5
은평구,2,25,2.0,3.4,61.4,532.5,2.3,6851.7,12.02,0.1,107.6,12.5,10.1,5.1,12.4,31.1,11.8,1041106.6,349704.2,747.1,386.0,15.6,46.5,96.8,149.4,27.5,0.2,-0.1,16.9,2.6,1.7,20,5
은평구,2,30,1.8,2.9,62.6,520.6,2.5,7310.4,10.86,0.1,102.5,13.2,11.6,5.5,10.7,30.5,11.5,1081058.7,376254.2,701.4,388.3,15.0,49.4,115.2,176.0,30.1,0.1,-0.2,17.2,4.2,1.7,30,5
은평구,2,35,1.7,2.8,54.2,508.1,2.6,6647.3,9.66,0.1,109.1,15.9,12.4,5.8,9.4,26.2,9.9,1188256.9,404262.8,605.9,330.8,11.8,50.2,110.8,192.0,27.5,0.0,-0.2,15.4,3.9,1.7,30,5
은평구,2,40,1.5,2.7,59.1,514.1,2.5,7592.6,8.75,0.0,125.1,16.1,13.5,5.9,6.4,26.4,9.9,1203259.4,414934.0,559.6,312.1,12.0,50.6,104.8,182.3,24.4,0.0,-0.3,13.4,4.4,1.7,40,5
은평구,2,45,1.5,2.6,55.3,506.4,2.3,7483.3,8.3,-0.1,131.0,20.7,14.9,6.1,4.2,26.1,9.0,1189307.6,423013.0,555.1,270.3,11.0,46.5,90.2,153.7,20.8,-0.1,-0.4,10.7,3.7,1.7,40,5
은평구,2,50,1.5,2.6,56.2,501.3,2.4,7189.7,7.16,-0.1,124.0,18.4,15.0,5.8,2.9,27.5,10.0,1171541.9,404525.4,568.9,314.7,11.6,42.7,72.7,121.1,17.9,-0.1,-0.5,8.0,3.4,1.7,50,5
은평구,2,55,1.5,2.5,58.0,505.9,1.9,5975.1,7.96,-0.1,127.2,17.1,14.9,5.2,2.0,27.1,10.6,1197092.9,404434.3,547.2,313.4,10.6,40.4,56.5,88.7,13.8,-0.1,-0.6,7.3,3.0,1.7,50,5
은평구,2,60,1.5,2.6,54.4,495.5,2.5,5481.0,6.98,-0.1,119.3,16.3,13.6,4.7,2.0,25.5,10.1,1208933.6,416497.8,462.3,314.0,9.6,40.5,43.8,66.7,13.4,-0.1,-0.6,7.5,1.7,1.7,60,5
은평구,2,65,1.5,2.6,63.6,459.1,1.9,6625.0,4.16,-0.1,107.7,11.2,11.3,3.7,1.1,21.8,8.8,1316159.3,452718.0,442.4,251.2,9.5,37.3,27.8,41.4,11.5,-0.2,-0.6,8.4,4.4,1.7,60,5
