자치구,성별,연령대,야간상주지 변경횟수 평균,주간상주지 변경횟수 평균,평균 출근 소요시간 평균,평균 근무시간 평균,소액결재 사용횟수 평균,소액결재 사용금액 평균,최근 3개월 내 요금 연체 비율,SNS 사용횟수,평균 통화량,평균 문자량,평균 통화대상자 수,평균 문자대상자 수,데이터 사용량,평일 총 이동 횟수,휴일 총 이동 횟수 평균,집 추정 위치 평일 총 체류시간,집 추정 위치 휴일 총 체류시간,평일 총 이동 거리 합계,휴일 총 이동 거리 합계,지하철이동일수 합계,게임 서비스 사용일수,금융 서비스 사용일수,쇼핑 서비스 사용일수,동영상/방송 서비스 사용일수,유튜브 사용일수,넷플릭스 사용일수,배달 서비스 사용일수,배달_브랜드 서비스 사용일수,배달_식재료 서비스 사용일수,연령대_1,월
종로구,2,75,1.6,1.0,0.0,0.0,3.3,8466.7,12.22,-0.3,85.7,18.0,9.2,2.6,0.5,10.0,5.3,1347346.0,400065.7,229.3,142.2,4.9,27.8,19.0,33.0,8.7,-0.6,-0.7,13.3,0.0,0.0,70,2
종로구,1,65,1.3,2.1,83.6,496.0,3.3,8666.7,24.0,-0.1,79.7,12.4,16.6,5.7,2.7,24.2,8.9,1154122.5,373232.7,697.6,324.8,13.1,33.8,27.8,31.2,13.1,-0.2,-0.6,3.3,1.7,0.0,60,2
종로구,1,75,1.5,1.0,0.0,0.0,0.0,7222.2,16.67,-0.1,64.7,16.7,11.9,5.2,0.6,20.7,7.9,1374995.0,425700.7,412.0,186.4,8.2,30.4,22.5,25.8,5.9,-0.4,-0.7,2.5,0.0,0.0,70,2
종로구,2,30,1.6,2.7,68.8,541.9,2.5,8102.6,24.32,0.1,97.0,14.3,12.8,5.7,12.3,25.6,11.0,1123347.1,307821.6,528.3,382.8,9.8,36.2,105.2,136.8,32.4,0.1,-0.1,16.2,3.3,1.7,30,2
종로구,2,60,1.4,2.3,52.0,490.2,1.7,8111.1,21.43,-0.1,107.2,15.3,16.8,5.6,2.1,25.4,9.3,1252719.3,393436.2,583.7,285.9,9.2,33.7,36.9,60.5,14.0,-0.3,-0.6,11.7,0.0,1.7,60,2
종로구,2,70,1.3,1.6,0.0,0.0,0.0,0.0,8.33,-0.1,67.3,7.5,9.8,3.1,1.1,13.7,6.6,1473959.8,443729.4,252.2,206.1,7.6,30.4,20.5,33.4,11.3,-0.3,-0.6,2.5,0.0,0.0,70,2
종로구,1,30,2.4,3.9,61.3,562.3,2.5,9025.9,23.46,0.2,121.3,16.7,17.0,5.4,16.0,21.2,10.9,1159086.9,343686.1,633.7,413.3,10.6,60.1,120.8,114.7,37.1,0.1,-0.2,17.3,3.7,1.7,30,2
종로구,1,35,2.2,3.5,68.0,547.8,2.4,7856.5,24.9,0.1,120.0,17.8,20.2,6.6,11.9,23.6,11.0,1096258.6,326678.7,824.2,476.2,12.0,56.4,128.7,130.8,28.0,0.0,-0.3,13.9,3.9,1.7,30,2
종로구,1,40,2.2,3.5,73.0,573.7,2.4,8984.9,22.85,0.0,120.3,20.3,20.8,6.8,8.7,21.8,10.3,1155586.9,333012.6,932.2,522.9,10.9,51.6,112.6,119.6,28.8,-0.1,-0.3,11.2,3.7,1.7,40,2
종로구,1,60,1.8,3.4,73.4,531.9,2.9,5916.7,28.51,-0.1,88.9,20.0,18.1,6.2,3.2,23.7,10.1,1162555.0,352411.0,649.2,310.0,12.7,35.9,49.2,49.2,16.4,-0.2,-0.6,12.1,1.7,1.7,60,2
종로구,2,20,3.1,3.9,67.1,608.6,2.6,9316.7,12.5,0.1,111.1,18.5,8.0,4.1,12.0,19.3,9.1,1084518.5,307335.7,649.4,397.4,9.8,37.5,73.5,108.0,24.7,0.2,-0.1,15.2,2.1,1.7,20,2
종로구,2,35,2.2,3.2,66.8,529.7,2.3,7684.7,24.66,0.0,123.0,19.6,17.8,6.7,10.0,23.5,9.6,1161705.0,349281.1,599.1,333.9,9.9,38.1,105.6,147.2,28.5,-0.1,-0.2,14.3,3.0,1.7,30,2
종로구,2,40,1.9,3.2,63.0,544.3,2.7,8964.5,19.25,0.0,128.4,19.9,18.4,6.6,7.6,22.3,9.1,1198947.7,360086.4,594.2,404.1,10.2,38.3,90.8,130.9,25.1,-0.2,-0.3,13.2,3.9,1.7,40,2
종로구,2,75,1.7,1.1,0.0,0.0,1.7,6777.8,15.48,-0.2,75.5,10.8,9.3,3.0,0.9,10.8,5.6,1499433.3,492905.5,256.8,182.5,7.6,28.3,17.6,24.8,9.6,-0.6,-0.7,15.8,1.7,0.0,70,2
종로구,1,25,2.5,3.5,56.7,555.0,2.7,8461.0,16.23,0.2,117.5,11.3,14.6,5.0,17.4,24.2,10.5,1114626.8,346772.3,639.3,376.3,11.7,64.1,111.9,115.0,33.7,0.2,-0.1,16.5,3.5,1.7,20,2
종로구,1,30,2.2,2.9,50.7,570.3,2.1,7047.6,23.08,0.3,131.1,18.5,17.2,5.8,21.1,27.7,13.1,1066495.8,309207.6,654.4,446.2,13.8,63.3,132.3,143.5,37.9,0.2,-0.1,17.2,3.3,1.7,30,2
종로구,1,60,1.7,3.1,65.3,531.5,1.7,5121.2,25.0,0.0,88.2,18.1,19.5,5.3,3.5,20.4,9.3,1207865.7,375193.2,438.4,319.4,9.9,40.8,35.1,47.8,15.5,-0.1,-0.6,10.5,1.7,1.7,60,2
종로구,1,70,1.4,1.4,0.0,0.0,0.0,2000.0,14.29,-0.1,56.4,8.9,15.2,3.7,1.8,21.9,9.1,1256831.9,415194.8,395.2,251.9,13.6,36.1,32.6,23.4,10.9,-0.3,-0.6,8.3,0.0,0.0,70,2
종로구,2,40,1.9,2.9,74.7,555.5,2.7,8666.7,28.85,0.1,143.3,23.6,15.6,5.5,9.6,23.8,9.3,1209522.4,399694.9,562.2,317.5,10.3,49.8,109.9,173.5,32.2,0.0,-0.2,13.1,3.9,1.7,40,2
종로구,2,55,1.5,2.7,56.1,519.3,1.7,6047.6,21.88,-0.1,103.7,14.4,16.4,4.9,2.6,17.4,7.8,1318922.9,416469.9,368.9,221.0,6.9,37.3,53.7,82.5,20.1,-0.1,-0.5,8.1,3.3,1.7,50,2
종로구,2,70,1.3,1.6,0.0,0.0,0.0,333.3,9.09,-0.2,90.8,4.9,12.9,3.4,0.8,10.6,5.3,1446451.6,476662.7,222.2,150.0,6.3,28.8,19.7,42.8,6.5,-0.4,-0.7,15.0,0.0,0.0,70,2
종로구,2,75,1.4,1.0,0.0,0.0,0.0,0.0,12.64,-0.2,80.6,17.5,9.7,2.5,0.7,7.3,4.2,1555214.7,553666.3,188.2,132.1,3.6,28.1,15.9,18.3,7.7,-0.6,-0.7,0.0,0.0,1.7,70,2
종로구,1,25,2.5,4.1,61.4,594.4,2.4,8271.3,13.99,0.3,105.6,14.4,15.1,4.7,15.9,18.5,10.6,1149965.4,319067.7,567.5,384.0,10.0,64.8,111.5,108.0,35.4,0.3,-0.1,16.6,3.1,1.7,20,2
종로구,1,30,1.9,3.1,58.7,572.4,2.4,7854.2,20.0,0.3,112.6,17.3,17.3,5.4,18.0,22.2,10.4,1146467.5,346296.8,601.4,396.6,11.5,60.9,115.1,117.8,36.0,0.2,-0.1,15.9,2.7,1.7,30,2
종로구,1,35,1.8,2.8,66.9,533.5,2.3,7615.9,23.85,0.1,110.5,14.3,17.6,5.9,12.2,25.7,10.2,1119865.6,374537.6,795.2,354.6,12.1,59.6,109.4,126.1,31.7,0.1,-0.2,15.6,3.7,1.7,30,2
종로구,1,40,1.8,2.7,61.0,560.2,1.9,7392.6,24.24,0.1,119.3,16.8,19.7,6.3,11.9,29.7,10.1,1099326.5,395570.2,793.8,319.9,13.1,59.2,106.3,118.4,27.7,0.0,-0.3,11.0,3.6,1.7,40,2
종로구,1,45,1.6,2.8,58.5,572.5,2.5,6566.7,20.37,0.0,101.7,12.4,18.4,5.3,6.6,27.8,9.8,1136099.7,385399.4,861.3,392.5,12.9,58.2,86.3,110.8,24.9,-0.1,-0.4,9.5,3.3,1.7,40,2
종로구,1,60,2.0,2.9,69.0,569.9,1.7,4692.3,19.13,0.0,78.3,15.3,16.5,5.1,3.0,23.7,11.0,1157983.9,387271.2,709.6,372.1,10.6,39.0,42.5,60.3,20.2,-0.1,-0.6,3.6,3.3,0.0,60,2
종로구,1,65,1.8,2.5,76.1,515.1,2.8,7208.3,22.03,-0.1,69.3,12.1,14.7,4.4,1.9,22.9,8.9,1201924.7,421389.6,729.4,331.5,10.6,33.7,27.9,33.0,13.3,-0.2,-0.6,8.1,1.7,0.0,60,2
종로구,1,75,1.6,1.0,0.0,0.0,0.0,5066.7,19.63,-0.2,55.6,18.0,10.7,4.0,0.8,16.1,6.4,1356460.5,497099.7,384.9,150.0,9.9,28.3,25.3,31.5,11.9,-0.4,-0.6,2.5,0.0,0.0,70,2
종로구,2,20,2.5,3.7,69.3,565.4,2.8,9111.1,15.32,0.1,103.5,11.1,9.8,4.1,12.7,20.4,9.9,1153223.3,353124.4,642.3,386.1,9.5,38.1,75.2,98.8,25.3,0.2,-0.1,13.2,1.7,1.7,20,2
종로구,2,25,2.2,3.5,71.6,574.3,2.7,6987.4,11.25,0.2,116.1,10.8,12.4,4.6,12.5,19.8,10.0,1161839.2,334576.7,608.2,438.3,10.6,42.1,95.3,132.2,29.6,0.2,-0.1,16.5,2.8,1.7,20,2
종로구,2,30,2.0,3.4,67.9,567.6,2.7,7257.6,19.89,0.1,111.4,15.3,15.3,5.9,10.8,21.4,9.5,1188088.2,350548.9,565.3,411.3,10.6,37.7,100.1,135.9,28.5,0.1,-0.1,15.3,3.1,1.7,30,2
종로구,2,40,1.7,2.9,63.5,580.9,2.8,9020.0,23.18,0.0,112.3,12.9,13.9,5.9,7.8,20.6,7.5,1181762.8,415850.9,505.5,289.3,8.6,43.7,91.7,147.2,25.8,0.0,-0.3,10.7,3.7,1.7,40,2
종로구,2,60,1.8,2.7,64.1,545.5,1.7,6266.7,12.23,-0.1,132.2,14.2,14.9,4.5,2.8,20.7,8.3,1248654.0,442055.5,444.7,258.9,8.9,36.1,41.2,51.6,10.7,-0.1,-0.6,4.9,0.0,0.0,60,2
종로구,2,65,2.0,3.2,82.4,567.8,3.3,6111.1,13.29,-0.1,108.6,12.9,12.8,4.1,1.6,16.0,5.8,1289357.3,449361.1,354.8,160.0,7.6,28.0,26.7,43.6,10.4,-0.2,-0.6,6.7,1.7,0.0,60,2
종로구,2,70,1.7,1.5,0.0,0.0,2.5,5428.6,19.78,-0.1,101.5,11.8,13.1,3.8,1.5,12.2,5.2,1344720.1,480685.8,401.1,163.0,6.2,31.4,19.5,30.7,11.8,-0.3,-0.7,5.4,0.0,0.0,70,2
종로구,2,75,1.6,1.0,0.0,0.0,0.0,5166.7,11.45,-0.3,75.4,8.9,9.0,2.9,0.4,9.8,4.5,1507512.1,548928.5,185.6,145.8,5.0,25.9,13.3,27.9,7.6,-0.7,-0.7,6.7,0.0,0.0,70,2
종로구,1,35,2.2,2.6,77.7,580.9,2.8,6648.2,16.18,0.1,128.3,16.3,22.1,6.2,10.4,31.0,11.7,1001274.5,304231.2,634.6,373.8,14.2,56.5,136.0,140.4,28.8,0.1,-0.2,12.4,4.6,1.7,30,2
종로구,1,60,1.7,2.9,55.5,554.9,1.7,2848.5,31.76,-0.1,68.3,20.9,15.9,4.9,2.7,20.1,8.5,1219357.6,400372.8,326.0,247.5,9.5,36.4,45.6,39.6,15.1,-0.1,-0.6,4.4,1.7,0.0,60,2
종로구,1,75,1.7,1.0,0.0,0.0,0.0,666.7,17.39,-0.1,40.8,15.9,9.1,3.0,2.0,13.8,8.0,1321509.9,472618.9,315.4,189.9,9.1,34.6,32.8,37.9,13.8,-0.3,-0.7,1.7,0.0,0.0,70,2
종로구,2,70,1.4,1.4,0.0,0.0,0.0,0.0,13.89,-0.2,78.7,16.2,11.7,3.2,0.5,15.7,6.3,1413427.6,515730.5,344.9,178.4,8.5,28.3,19.8,20.6,9.0,-0.4,-0.6,1.7,0.0,0.0,70,2
종로구,1,25,1.8,3.9,65.6,488.3,2.5,9314.8,25.0,0.2,122.2,9.4,14.0,4.2,16.1,26.7,10.4,1145916.4,385298.3,650.3,310.1,12.8,66.3,96.0,100.5,33.8,0.2,-0.1,14.2,3.0,1.7,20,2
종로구,1,60,1.5,2.5,52.2,446.9,3.3,4238.1,28.02,0.0,68.7,13.1,15.6,4.3,4.0,20.6,8.4,1254240.8,417021.2,574.8,315.3,8.7,41.8,31.3,42.9,16.8,-0.1,-0.6,4.8,1.7,0.0,60,2
종로구,1,75,1.3,1.0,0.0,0.0,0.0,0.0,21.6,-0.3,46.5,7.3,10.5,2.8,0.4,12.4,6.3,1484094.9,506276.8,205.9,154.0,6.8,27.5,15.1,20.4,7.3,-0.6,-0.7,3.3,0.0,0.0,70,2
종로구,2,25,1.5,3.0,57.4,492.8,2.5,7454.6,21.37,0.1,116.6,15.3,11.5,4.8,11.9,27.5,10.5,1114479.7,356366.4,518.7,323.9,14.0,42.5,96.6,138.0,30.2,0.1,-0.1,15.3,3.8,1.7,20,2
종로구,2,30,1.6,3.1,52.7,516.2,2.6,8207.2,29.81,0.2,120.8,12.1,12.7,5.1,14.3,27.2,10.0,1148832.4,371731.4,501.9,359.9,12.7,52.0,115.3,161.2,31.2,0.1,-0.1,16.8,3.0,1.7,30,2
종로구,2,40,1.7,2.9,62.7,530.6,2.7,6264.4,25.49,0.0,127.0,16.2,14.8,5.3,8.0,26.2,8.5,1180876.1,402764.7,458.1,257.1,10.9,46.1,91.2,141.3,26.8,0.0,-0.4,12.1,3.2,1.7,40,2
종로구,2,50,1.3,2.8,60.9,478.6,1.9,8382.4,25.54,0.0,113.0,13.9,13.4,4.4,2.9,19.4,7.7,1288796.3,402203.2,357.9,288.1,8.9,40.6,54.6,89.2,15.5,-0.1,-0.5,7.5,2.7,1.7,50,2
종로구,2,65,1.4,2.7,45.8,434.9,1.7,4200.0,14.6,-0.1,106.0,16.1,12.9,4.1,1.3,17.7,6.8,1322883.8,440861.7,290.5,170.7,9.1,34.8,21.0,37.9,11.5,-0.2,-0.6,6.7,0.0,1.7,60,2
종로구,2,70,1.4,1.5,0.0,0.0,1.7,3600.0,9.52,-0.1,96.2,6.7,11.3,2.9,0.7,14.9,6.1,1409319.1,495791.1,271.6,178.2,9.6,32.2,17.6,20.5,5.7,-0.3,-0.6,2.8,0.0,0.0,70,2
종로구,2,75,1.3,1.0,0.0,0.0,0.0,0.0,11.72,-0.2,71.3,4.7,9.6,2.4,0.4,10.5,4.9,1535206.0,529267.6,248.7,171.5,6.2,28.0,11.7,19.8,9.4,-0.7,-0.7,1.7,0.0,0.0,70,2
종로구,1,25,2.0,4.0,60.6,498.0,2.1,6317.5,14.29,0.2,135.1,16.6,13.7,4.4,18.4,31.4,11.8,974624.1,284928.2,773.4,356.0,14.7,64.9,100.4,101.1,31.3,0.3,-0.1,13.4,2.5,1.7,20,2
종로구,1,30,1.7,2.4,68.6,542.4,2.2,7313.7,20.65,0.3,120.0,12.9,16.5,5.0,15.3,35.7,12.9,903801.5,256745.7,781.4,405.4,16.0,63.6,128.3,124.2,33.1,0.3,-0.2,13.2,3.2,1.7,30,2
종로구,1,65,1.6,2.2,63.2,459.7,1.7,2888.9,31.68,-0.1,72.3,9.9,16.0,4.2,2.0,26.6,9.9,1035828.2,321055.0,625.6,290.0,12.9,32.8,28.8,32.1,11.7,-0.2,-0.6,5.8,0.0,0.0,60,2
종로구,1,75,1.5,1.0,0.0,0.0,0.0,1166.7,16.28,-0.2,52.5,7.9,10.7,2.9,0.4,14.8,6.4,1354863.9,452989.2,309.7,185.1,9.2,27.2,14.6,19.2,7.1,-0.6,-0.7,0.0,0.0,0.0,70,2
종로구,2,25,1.8,3.3,58.2,550.7,2.4,7898.2,21.9,0.1,102.3,13.6,9.4,4.4,10.4,31.8,11.3,934332.7,263372.8,663.3,361.2,15.2,40.6,93.7,132.4,27.0,0.1,-0.1,13.3,2.3,1.7,20,2
종로구,2,30,1.9,2.9,53.5,540.2,2.2,8190.5,29.9,0.1,96.1,10.4,14.2,5.6,10.4,29.4,11.4,1024068.4,300871.9,581.8,318.2,13.1,42.5,96.5,153.8,27.9,0.1,-0.1,13.1,3.0,1.7,30,2
종로구,2,35,1.6,2.6,67.3,516.4,2.2,8648.2,30.77,0.1,119.4,12.7,15.1,5.6,8.2,28.5,9.5,1043801.3,312942.6,513.1,329.4,11.5,42.5,101.0,164.3,25.0,0.0,-0.3,12.9,3.5,1.7,30,2
종로구,2,40,1.6,2.7,62.8,528.0,2.4,8179.5,19.59,0.0,123.6,16.0,14.9,6.3,6.1,26.5,8.5,1098814.4,329064.9,584.1,324.1,10.9,42.2,89.8,156.8,25.3,-0.1,-0.4,10.8,3.2,1.7,40,2
종로구,2,45,1.5,2.4,54.1,522.1,1.9,6228.1,17.59,0.0,129.0,17.2,16.2,5.9,4.9,25.2,9.0,1154432.7,343117.1,491.6,321.3,9.3,42.0,89.2,136.3,21.4,0.0,-0.3,11.2,2.9,1.7,40,2
종로구,2,50,1.6,2.5,62.8,518.0,3.0,9196.1,18.07,-0.1,129.7,16.6,16.4,5.4,3.0,26.5,9.0,1087377.8,328675.1,433.1,284.1,9.9,35.3,60.1,92.4,14.9,-0.1,-0.5,7.0,2.1,1.7,50,2
종로구,2,60,1.6,2.2,55.3,521.6,1.7,5190.5,17.28,-0.1,117.3,9.7,12.7,4.0,1.2,23.8,9.1,1151921.1,341842.4,357.6,264.5,9.5,35.8,30.6,39.3,10.4,-0.2,-0.6,4.1,2.5,1.7,60,2
종로구,2,70,1.3,1.5,0.0,0.0,1.7,8000.0,19.05,-0.1,104.4,6.9,11.5,3.5,1.2,20.4,8.6,1292127.9,395624.6,330.2,186.5,10.2,33.7,20.7,41.4,10.5,-0.3,-0.7,1.7,0.0,0.0,70,2
종로구,2,75,1.6,1.0,0.0,0.0,0.0,4466.7,7.89,-0.3,70.4,8.2,8.1,2.5,0.3,9.8,5.3,1359649.5,448130.3,194.6,113.5,6.0,23.5,17.3,24.8,7.9,-0.7,-0.7,1.7,0.0,0.0,70,2
종로구,1,30,1.9,2.9,65.4,525.7,2.1,8494.3,21.95,0.1,110.8,12.2,15.7,4.7,13.3,30.0,11.9,953067.1,311215.8,626.5,390.1,13.9,62.9,109.3,114.8,30.5,0.2,-0.1,13.5,3.8,1.7,30,2
종로구,1,45,1.9,2.6,73.8,531.3,2.8,5986.4,15.06,0.1,115.6,17.1,20.8,6.4,7.8,35.3,10.9,900527.6,303697.1,901.6,354.3,13.9,56.7,95.5,112.6,26.0,0.1,-0.4,9.3,4.0,1.7,40,2
종로구,1,60,1.9,2.4,65.8,525.4,1.7,4881.0,24.64,0.0,93.0,17.0,19.5,5.6,2.8,27.0,9.9,1068130.2,355940.2,643.6,352.0,10.7,37.9,42.0,37.9,13.4,-0.1,-0.6,8.6,0.0,0.0,60,2
종로구,1,65,1.7,2.3,71.9,542.4,2.5,6718.0,21.21,-0.1,79.6,11.7,15.3,4.8,2.8,22.6,9.1,1135547.6,392239.6,578.3,265.8,10.3,32.5,38.6,32.8,16.0,-0.2,-0.6,12.7,0.0,0.0,60,2
종로구,2,20,2.0,2.9,74.6,471.1,2.5,7393.9,11.0,0.0,125.1,19.8,9.0,4.2,11.0,27.2,10.5,1065208.8,340252.7,571.9,327.5,12.8,37.9,71.3,91.0,21.5,0.2,-0.1,12.1,2.8,1.7,20,2
종로구,2,30,2.0,2.9,61.7,511.1,2.5,6131.0,16.33,0.2,107.7,13.1,14.6,5.9,11.7,29.1,12.2,1004236.8,327023.0,657.8,401.5,13.6,40.9,113.3,155.8,27.8,0.1,-0.1,15.9,3.5,1.7,30,2
종로구,2,40,1.8,2.5,62.3,548.3,2.9,8069.8,25.0,0.0,117.8,20.6,16.8,6.7,5.2,26.0,9.5,1011778.0,328686.7,473.7,281.5,11.5,40.4,86.9,148.8,22.4,-0.1,-0.4,12.6,3.2,1.7,40,2
종로구,2,45,1.8,2.5,60.9,536.4,2.4,7391.7,16.23,-0.1,125.8,22.2,16.2,6.2,3.9,23.7,8.5,1107408.1,360097.4,424.0,309.0,9.3,39.0,63.2,108.9,18.4,-0.1,-0.4,8.0,3.6,1.7,40,2
종로구,2,55,1.8,2.4,63.9,542.1,2.2,4871.8,18.13,-0.1,132.3,19.9,15.6,5.1,2.5,19.7,7.9,1175894.8,375025.8,411.0,292.1,7.0,35.1,44.2,65.3,12.7,-0.1,-0.6,6.5,1.7,1.7,50,2
종로구,2,60,1.8,2.5,56.7,496.2,2.5,5592.6,21.23,-0.1,120.6,14.8,14.7,4.5,1.3,19.4,8.5,1151990.7,379972.3,372.6,261.6,7.4,34.5,31.3,54.6,11.0,-0.2,-0.6,8.5,0.0,1.7,60,2
종로구,2,65,1.7,2.4,60.0,475.3,3.3,8857.1,23.08,-0.1,113.4,10.6,11.6,3.6,1.2,20.2,7.6,1247477.2,421783.8,296.1,174.5,9.2,35.6,18.9,42.7,11.8,-0.2,-0.6,7.8,5.0,0.0,60,2
종로구,2,75,1.6,1.0,0.0,0.0,0.0,333.3,9.49,-0.3,82.3,13.6,8.1,2.4,0.3,9.8,5.7,1459865.1,511414.6,203.1,152.5,6.1,24.2,22.9,19.5,8.8,-0.6,-0.7,4.2,0.0,0.0,70,2
종로구,1,20,2.8,4.3,74.2,523.7,2.5,8533.3,15.65,0.1,115.7,10.2,9.7,3.9,16.7,23.3,9.9,963757.4,307684.5,641.2,320.8,10.8,70.1,94.2,75.5,28.0,0.3,-0.1,15.1,3.3,1.7,20,2
종로구,1,25,2.5,3.5,58.9,577.8,2.8,9353.4,22.75,0.2,141.0,12.2,14.9,5.0,18.5,28.0,11.5,846449.6,267772.3,692.3,419.1,14.0,66.9,117.4,115.0,35.7,0.3,-0.1,16.6,3.3,1.7,20,2
종로구,1,30,2.1,3.0,57.8,551.4,2.6,7769.5,21.62,0.2,114.8,13.2,16.0,5.5,18.1,31.1,11.2,818839.3,255319.3,648.8,409.1,14.9,66.6,132.3,134.1,36.0,0.3,-0.1,15.7,3.3,1.7,30,2
종로구,1,35,1.9,2.5,66.7,570.1,2.4,7126.8,25.0,0.1,128.6,15.7,21.5,6.2,13.8,31.4,11.6,872677.0,287796.6,822.6,379.2,13.9,56.8,112.8,131.2,32.1,0.1,-0.2,14.5,4.2,1.7,30,2
종로구,1,40,1.9,2.5,72.2,564.9,2.0,7233.3,27.18,0.1,115.6,18.6,20.1,6.2,10.7,29.8,10.1,897118.1,313460.6,721.0,358.9,13.7,63.4,121.5,139.1,27.6,0.1,-0.3,11.9,5.0,1.7,40,2
종로구,1,45,1.8,2.7,61.8,564.2,2.7,9163.5,23.58,0.0,115.5,14.4,19.2,5.6,8.5,28.9,9.7,891876.6,289113.7,770.2,379.0,12.9,50.9,92.2,93.7,21.9,-0.1,-0.4,9.8,3.0,1.7,40,2
종로구,1,60,1.7,2.8,68.8,504.6,2.2,8218.4,21.3,0.0,71.1,19.5,17.2,5.4,2.9,25.7,10.0,1027351.5,346950.3,638.8,357.9,11.1,42.3,43.1,42.1,17.2,-0.1,-0.6,6.3,0.0,0.0,60,2
종로구,1,65,1.7,2.4,63.6,531.3,1.7,3095.2,20.0,0.0,73.8,18.0,16.1,5.3,2.2,22.0,8.5,1061800.9,344038.7,600.9,292.8,10.9,35.9,33.9,36.6,15.5,-0.2,-0.6,8.3,3.3,0.0,60,2
종로구,1,75,1.4,1.0,0.0,0.0,3.3,7476.2,23.46,-0.2,56.0,14.9,11.5,3.4,1.5,14.3,6.7,1269666.2,438824.0,316.8,184.5,8.7,32.1,26.1,35.0,10.8,-0.5,-0.7,7.1,0.0,0.0,70,2
종로구,2,20,2.3,3.6,64.1,519.0,2.1,8272.7,9.55,0.0,138.4,14.5,8.8,4.3,11.1,25.6,10.5,956404.7,302249.4,606.5,364.8,12.3,37.5,76.7,100.7,22.5,0.2,-0.1,13.4,2.1,1.7,20,2
종로구,2,30,2.0,2.9,56.2,549.7,2.6,7218.1,22.78,0.1,119.6,13.5,13.0,5.5,12.3,28.2,10.9,891056.4,279908.8,528.5,364.8,13.0,41.8,109.0,156.3,30.1,0.1,-0.1,14.9,3.4,1.7,30,2
종로구,2,35,1.9,2.7,67.1,532.5,2.5,7611.9,17.82,0.0,105.6,10.8,13.3,5.5,8.8,25.1,8.8,954170.3,320891.2,516.2,322.3,11.3,39.0,93.3,152.6,27.5,0.0,-0.3,13.6,4.1,1.7,30,2
종로구,2,40,1.8,3.0,62.2,535.0,2.4,8972.8,20.81,0.0,121.4,15.8,14.6,5.5,7.9,23.6,8.4,1013686.2,343566.7,423.0,284.0,10.0,45.8,95.4,152.5,25.2,0.0,-0.3,12.1,4.4,1.7,40,2
종로구,2,45,1.6,2.6,55.2,518.1,2.3,6785.7,19.27,0.0,116.2,16.1,14.8,5.2,6.3,22.8,9.0,993707.6,326944.0,406.5,307.7,10.1,42.4,85.6,122.3,21.5,-0.1,-0.4,12.1,2.4,1.7,40,2
종로구,2,50,1.5,2.2,48.4,565.1,2.6,7783.8,15.6,-0.1,124.5,17.1,15.3,5.1,3.3,21.0,8.4,1049361.2,347765.2,350.3,305.4,9.1,41.7,60.1,83.7,17.7,-0.1,-0.5,8.6,4.2,1.7,50,2
종로구,2,55,1.6,2.5,55.4,506.8,2.1,5803.0,20.67,0.0,125.0,17.8,15.2,4.9,2.9,20.2,8.8,1075992.2,356551.0,336.0,278.6,8.6,40.4,53.3,71.7,14.2,-0.1,-0.6,7.2,2.5,1.7,50,2
종로구,2,60,1.6,2.8,66.0,557.5,2.8,4577.8,16.16,-0.1,116.2,11.9,14.7,4.5,2.1,20.7,8.1,1088944.2,364899.6,355.5,276.8,9.2,38.2,39.7,53.3,11.8,-0.1,-0.6,7.1,1.7,1.7,60,2
종로구,2,70,1.5,1.4,0.0,0.0,2.2,9055.6,17.36,-0.1,89.0,6.9,11.0,3.1,0.8,13.1,6.0,1244695.7,441063.5,241.2,196.1,7.2,28.9,16.7,18.3,6.5,-0.3,-0.7,6.7,0.0,0.0,70,2
종로구,2,75,1.6,1.0,0.0,0.0,2.5,10083.3,18.46,-0.2,77.4,8.0,7.8,2.5,0.7,12.8,6.2,1324235.1,468802.9,218.4,141.8,8.1,30.6,31.9,35.6,10.3,-0.7,-0.7,7.3,0.0,0.0,70,2
종로구,1,25,2.1,3.5,50.0,545.2,2.4,8596.5,12.5,0.2,109.6,11.5,12.4,4.1,20.9,26.8,10.7,1057664.3,299325.9,664.2,316.7,11.3,69.5,121.7,112.8,36.6,0.3,-0.1,14.7,3.0,1.7,20,2
종로구,1,30,2.0,2.9,54.0,535.3,2.5,7435.2,11.21,0.2,120.5,17.5,17.9,6.2,15.2,32.4,11.7,953969.9,263866.7,774.5,428.9,12.9,65.3,128.5,128.3,34.4,0.2,-0.1,16.3,3.7,1.7,30,2
종로구,1,40,1.6,2.4,62.5,570.5,2.7,6902.0,22.06,0.1,105.7,17.5,19.7,7.0,10.1,34.9,11.7,946523.1,289171.0,961.7,435.8,12.6,58.5,121.3,124.6,28.4,0.1,-0.2,9.6,4.0,1.7,40,2
종로구,1,50,1.4,2.3,57.9,557.5,2.2,5183.0,15.95,0.0,105.5,14.7,20.5,6.3,4.7,31.9,11.5,1007538.6,290998.7,945.0,427.9,12.2,43.8,86.6,88.5,23.6,-0.1,-0.4,7.3,3.3,1.7,50,2
종로구,1,75,1.4,1.0,0.0,0.0,1.7,1619.1,24.79,-0.2,54.4,8.3,10.8,3.9,0.9,20.4,8.0,1313436.6,397340.5,445.6,212.0,8.7,29.1,28.6,19.1,9.8,-0.4,-0.6,8.9,1.7,0.0,70,2
